",Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Tenure_Days,total_spendings,Total_Children,Living_With"
"1902,Postgraduate,73395.0,94,1,4,4,6,2,0,0,39,103,397,0,Partner"
"1903,Graduate,29819.0,77,3,3,0,3,6,0,0,55,248,39,1,Alone"
"1904,Graduate,45688.0,20,2,3,1,8,4,0,0,58,155,306,1,Partner"
"1905,Graduate,62820.0,51,1,3,4,6,1,0,0,72,414,976,0,Partner"
"1906,Postgraduate,60491.0,81,4,6,11,7,5,0,0,55,296,1028,1,Partner"
"1907,Graduate,33235.0,71,1,3,0,3,7,0,0,40,144,70,1,Partner"
"1908,Graduate,35701.0,36,1,1,0,3,6,0,0,67,467,46,0,Partner"
"1909,Postgraduate,31535.0,95,1,1,1,2,7,0,0,46,276,51,1,Partner"
"1910,Undergraduate,92556.0,32,0,3,5,13,0,0,0,66,70,1263,0,Partner"
"1911,Graduate,67384.0,32,2,7,8,5,5,0,0,56,596,1490,1,Alone"
"1912,Postgraduate,80573.0,85,1,4,6,13,2,0,0,55,623,1564,0,Partner"
"1913,Graduate,77870.0,93,3,5,5,5,8,0,1,59,676,1815,1,Partner"
"1914,Postgraduate,52278.0,24,6,10,5,10,8,0,0,63,520,1198,1,Alone"
"1915,Graduate,57107.0,44,7,4,4,8,8,0,1,58,674,416,1,Alone"
"1916,Graduate,18929.0,15,1,1,0,4,6,0,0,36,498,85,0,Partner"
"1917,Postgraduate,36038.0,82,2,3,0,3,6,0,0,45,394,47,1,Alone"
"1918,Graduate,20180.0,27,1,2,1,4,7,0,0,50,494,137,0,Alone"
"1919,Postgraduate,34230.0,72,1,1,0,2,7,0,0,61,550,21,2,Partner"
"1920,Undergraduate,31878.0,7,1,1,0,4,3,0,0,49,7,70,1,Alone"
"1921,Undergraduate,70932.0,57,2,6,2,12,3,0,0,54,161,909,1,Partner"
"1922,Graduate,91249.0,84,0,7,9,6,4,0,1,70,617,1676,0,Alone"
"1923,Postgraduate,77598.0,53,1,7,5,13,3,0,0,83,271,1735,0,Alone"
"1924,Graduate,80982.0,48,3,11,5,11,5,1,0,67,537,1191,2,Alone"
"1925,Postgraduate,22701.0,2,1,1,0,3,5,0,0,49,297,24,1,Partner"
"1926,Postgraduate,55212.0,65,3,4,2,11,8,0,0,57,583,1182,1,Partner"
"1927,Graduate,70617.0,45,1,3,3,7,2,0,0,56,371,1280,0,Partner"
"1928,Graduate,64849.0,42,1,9,3,6,5,0,1,69,593,1336,0,Alone"
"1929,Postgraduate,62694.0,29,5,9,3,7,7,0,0,61,377,749,2,Partner"
"1930,Postgraduate,61917.0,83,1,2,0,4,5,0,0,52,221,91,2,Partner"
"1931,Postgraduate,67472.0,93,2,4,2,7,3,0,0,79,274,414,1,Partner"
"1932,Postgraduate,21059.0,40,3,3,0,3,6,0,0,44,173,44,1,Partner"
"1933,Postgraduate,29543.0,47,2,3,1,2,7,0,0,58,89,63,2,Partner"
"1934,Graduate,75903.0,50,2,6,6,9,3,0,0,75,447,901,1,Partner"
"1935,Undergraduate,34984.0,40,2,1,0,3,7,0,0,51,661,38,2,Partner"
"1936,Postgraduate,54998.0,3,5,4,2,9,4,0,1,70,476,455,1,Alone"
"1937,Postgraduate,54356.0,62,3,11,2,8,8,0,1,77,587,775,1,Alone"
"1938,Postgraduate,34242.0,25,1,0,0,3,5,0,0,67,98,15,1,Partner"
"1939,Graduate,25410.0,48,1,1,0,4,4,0,0,53,302,38,1,Partner"
"1940,Postgraduate,73356.0,56,1,5,11,5,2,0,1,42,143,1512,0,Partner"
"1941,Graduate,28320.0,68,1,1,0,3,8,0,0,76,531,43,1,Partner"
"1942,Graduate,23763.0,64,1,1,0,3,7,0,0,49,691,42,1,Alone"
"1943,Graduate,72570.0,67,1,4,6,12,1,0,0,42,65,1089,0,Partner"
"1944,Postgraduate,34529.0,94,2,2,2,3,7,0,0,50,653,162,1,Partner"
"1945,Graduate,70792.0,82,2,3,4,10,3,0,0,75,508,1272,0,Alone"
"1946,Graduate,63211.0,3,2,3,8,7,2,0,1,44,604,1173,0,Partner"
"1947,Postgraduate,83891.0,24,1,4,7,10,1,0,0,52,9,816,1,Partner"
"1948,Graduate,36065.0,54,3,3,0,3,8,0,0,58,455,74,2,Alone"
"1949,Graduate,39898.0,20,2,3,0,4,7,0,0,72,502,134,1,Partner"
"1950,Postgraduate,51141.0,96,1,3,1,4,5,0,0,86,356,157,0,Alone"
"1951,Graduate,56939.0,19,2,3,3,10,3,0,0,50,284,561,1,Partner"
"1952,Graduate,80872.0,60,1,4,4,10,1,0,0,75,48,1336,0,Alone"
"1953,Postgraduate,72335.0,2,1,10,4,8,8,0,1,50,685,2092,0,Partner"
"1954,Postgraduate,61798.0,13,1,4,2,9,4,0,0,62,218,463,0,Alone"
"1955,Postgraduate,76842.0,37,1,1,8,7,0,0,0,76,57,1130,0,Alone"
"1956,Graduate,29478.0,59,1,1,0,3,6,0,0,50,163,20,1,Partner"
"1957,Graduate,46998.0,55,5,5,3,5,7,0,0,70,615,377,1,Alone"
"1958,Graduate,96843.0,60,1,6,11,10,2,0,1,36,432,1544,0,Alone"
"1959,Postgraduate,56551.0,48,3,2,1,4,4,0,0,76,53,138,2,Alone"
"1960,Postgraduate,70053.0,38,3,8,5,10,5,0,0,61,361,1012,1,Partner"
"1961,Postgraduate,71670.0,8,1,5,3,6,6,0,1,64,355,1766,0,Alone"
"1962,Graduate,44359.0,19,3,2,0,4,3,0,0,48,12,45,2,Partner"
"1963,Graduate,40887.0,32,3,3,1,3,9,0,1,74,419,161,2,Alone"
"1964,Graduate,48877.0,27,1,3,0,4,7,0,0,60,175,144,1,Alone"
"1965,Graduate,74485.0,58,1,6,7,12,3,0,0,79,309,1734,0,Partner"
"1966,Graduate,64474.0,59,2,8,2,10,5,0,0,54,250,823,1,Partner"
"1967,Graduate,77226.0,29,2,6,8,12,3,0,0,63,121,1138,1,Partner"
"1968,Graduate,72643.0,60,1,3,10,7,2,0,1,77,487,1429,0,Alone"
"1969,Postgraduate,85738.0,41,1,3,6,11,1,0,0,48,157,1371,0,Partner"
"1970,Graduate,55686.0,27,2,6,3,5,4,0,0,60,500,982,1,Alone"
"1971,Graduate,39062.0,28,1,1,0,3,4,0,0,43,96,44,1,Alone"
"1972,Graduate,34600.0,8,5,5,2,5,8,0,1,55,544,318,2,Partner"
"1973,Graduate,40794.0,18,2,6,3,5,7,0,0,51,448,434,1,Partner"
"1974,Undergraduate,54690.0,76,3,3,1,5,3,0,0,55,234,198,2,Partner"
"1975,Graduate,4428.0,0,0,25,0,0,1,0,0,57,267,359,1,Partner"
"1976,Undergraduate,32632.0,32,2,4,4,8,5,0,0,63,696,576,0,Partner"
"1977,Postgraduate,38236.0,2,4,3,0,4,7,0,0,58,282,88,2,Alone"
"1978,Graduate,36781.0,16,1,2,1,2,8,0,1,47,80,63,1,Partner"
"1979,Postgraduate,31385.0,56,1,1,0,2,8,0,1,42,571,27,1,Alone"
"1980,Graduate,24570.0,97,3,4,0,4,9,0,0,42,487,193,1,Partner"
"1981,Postgraduate,25509.0,15,3,3,0,3,9,0,1,52,649,101,1,Alone"
"1982,Graduate,94642.0,35,0,5,7,9,1,0,0,75,137,2211,0,Partner"
"1983,Postgraduate,58646.0,3,1,2,1,4,4,0,0,64,384,140,1,Partner"
"1984,Graduate,53201.0,49,8,6,3,5,7,0,0,51,502,415,2,Alone"
"1985,Graduate,21994.0,4,1,0,0,3,5,0,0,69,552,22,1,Partner"
"1986,Graduate,57113.0,45,6,4,1,5,7,0,0,48,508,263,2,Partner"
"1987,Graduate,51373.0,37,1,3,5,3,4,0,0,35,372,393,0,Partner"
"1988,Graduate,23477.0,39,3,3,0,4,8,0,0,40,251,147,1,Partner"
"1989,Graduate,58116.0,38,2,3,3,8,2,0,0,70,77,443,1,Partner"
"1990,Postgraduate,72968.0,8,1,5,5,8,3,0,1,63,195,1958,0,Alone"
"1991,Postgraduate,39791.0,89,2,3,1,4,7,0,0,55,458,174,1,Partner"
"1992,Postgraduate,91712.0,47,0,9,7,11,3,0,1,79,255,2217,0,Alone"
"1993,Graduate,94472.0,75,1,5,5,5,5,0,0,68,87,1691,1,Alone"
"1994,Graduate,13672.0,86,2,1,0,3,8,0,0,66,438,25,2,Partner"
"1995,Undergraduate,96547.0,4,0,7,6,8,2,0,1,46,37,809,0,Partner"
"1996,Graduate,79205.0,73,1,6,5,4,4,0,1,51,669,895,0,Partner"
"1997,Postgraduate,56559.0,46,3,4,3,8,4,0,0,51,551,484,1,Partner"
"1998,Postgraduate,32644.0,38,4,7,1,6,8,0,0,53,529,413,1,Partner"
"1999,Undergraduate,67506.0,73,1,4,1,6,3,0,0,46,178,331,1,Alone"
"2000,Graduate,24206.0,66,1,1,0,3,6,0,0,56,478,25,1,Alone"
"2001,Postgraduate,28420.0,36,1,1,0,2,6,0,0,59,187,13,1,Alone"
"2002,Graduate,22979.0,29,3,3,2,2,8,0,1,56,661,115,1,Partner"
"2003,Graduate,33279.0,29,1,0,0,3,3,0,0,60,17,16,0,Alone"
"2004,Postgraduate,46423.0,6,3,2,0,4,7,0,0,54,284,92,2,Alone"
"2005,Graduate,30368.0,97,2,2,0,3,8,0,0,49,234,52,1,Partner"
"2006,Graduate,63684.0,61,3,8,4,8,5,0,0,56,580,1464,1,Partner"
"2007,Graduate,41638.0,68,4,5,5,3,8,0,0,62,501,441,1,Alone"
"2008,Postgraduate,68805.0,73,1,3,1,7,2,0,0,67,285,283,1,Alone"
"2009,Postgraduate,65814.0,90,3,8,2,10,5,0,0,60,119,747,1,Partner"
"2010,Graduate,71964.0,81,1,5,6,5,3,0,0,68,405,1870,0,Alone"
"2011,Graduate,39146.0,1,3,4,0,4,8,0,0,40,500,165,1,Alone"
"2012,Graduate,96876.0,79,1,7,7,9,2,0,1,49,327,1941,0,Partner"
"2013,Undergraduate,34445.0,92,6,11,2,8,9,0,0,45,518,839,0,Partner"
"2014,Graduate,68281.0,31,1,2,9,13,5,0,1,68,691,1655,0,Alone"
"2015,Undergraduate,37284.0,46,1,0,0,3,6,0,0,51,457,23,2,Partner"
"2016,Graduate,36790.0,14,1,2,1,2,9,0,1,43,485,66,0,Partner"
"2017,Graduate,27943.0,89,3,2,0,3,8,0,0,59,440,37,2,Partner"
"2018,Graduate,22263.0,31,2,1,0,3,6,1,0,75,91,21,2,Alone"
"2019,Graduate,30261.0,75,1,0,0,3,8,0,0,54,642,22,3,Partner"
"2020,Graduate,28587.0,42,3,2,0,4,6,0,0,48,137,78,1,Partner"
"2021,Postgraduate,43815.0,53,1,2,0,3,6,0,0,44,450,79,1,Partner"
"2022,Graduate,48195.0,53,6,4,2,5,6,0,0,70,159,265,2,Partner"
"2023,Postgraduate,77027.0,23,2,8,3,6,4,0,0,74,144,1175,1,Partner"
"2024,Postgraduate,71322.0,57,2,8,5,13,4,0,0,61,498,1305,1,Partner"
"2025,Postgraduate,32765.0,49,2,2,0,4,5,0,0,47,126,46,1,Partner"
"2026,Graduate,29672.0,6,1,0,0,3,6,0,0,61,474,25,2,Partner"
"2027,Graduate,23272.0,29,1,1,0,3,4,0,0,73,255,46,0,Alone"
"2028,Postgraduate,49912.0,5,4,10,5,7,8,0,1,77,660,874,1,Partner"
"2029,Undergraduate,7500.0,98,4,2,1,3,9,0,0,41,697,100,1,Partner"
"2030,Postgraduate,68117.0,80,2,11,8,4,6,0,1,79,476,930,1,Alone"
"2031,Graduate,67225.0,4,3,7,2,11,5,0,0,71,215,868,1,Partner"
"2032,Graduate,17649.0,70,3,3,0,3,8,0,0,50,229,45,1,Partner"
"2033,Graduate,55914.0,32,4,11,6,8,7,0,0,51,426,1260,1,Partner"
"2034,Graduate,40059.0,82,1,6,2,3,8,0,0,42,274,414,1,Partner"
"2035,Graduate,60905.0,27,2,3,3,7,2,0,0,76,206,392,1,Partner"
"2036,Graduate,75330.0,94,4,10,3,12,6,0,0,49,633,1109,2,Partner"
"2037,Graduate,60689.0,23,4,4,4,10,3,0,0,75,393,639,1,Alone"
"2038,Graduate,38680.0,97,1,2,0,3,7,0,0,42,458,79,1,Partner"
"2039,Graduate,61416.0,25,1,10,3,10,6,0,0,44,506,1665,0,Partner"
"2040,Graduate,49767.0,92,1,5,4,8,4,0,0,35,423,692,0,Alone"
"2041,Graduate,83273.0,98,10,4,6,9,7,0,0,56,642,1392,3,Alone"
"2042,Graduate,29009.0,19,2,2,0,3,6,0,0,45,212,44,1,Partner"
"2043,Postgraduate,45057.0,80,1,2,0,3,5,0,0,47,210,50,1,Partner"
"2044,Graduate,37150.0,80,8,4,3,6,7,0,0,55,656,467,1,Partner"
"2045,Graduate,43020.0,79,3,4,1,4,6,0,0,56,211,223,1,Alone"
"2046,Graduate,53154.0,50,1,3,1,4,4,0,0,67,20,158,1,Partner"
"2047,Graduate,65308.0,60,1,7,8,12,4,0,0,53,291,1211,0,Partner"
"2048,Graduate,76467.0,44,2,2,5,5,6,0,1,56,681,1575,1,Alone"
"2049,Undergraduate,81044.0,0,1,5,6,10,1,0,0,79,184,1208,0,Partner"
"2050,Graduate,32871.0,28,1,1,0,3,4,0,0,75,477,43,2,Partner"
"2051,Graduate,55801.0,35,6,7,2,6,7,0,0,51,280,527,2,Alone"
"2052,Graduate,76320.0,49,2,6,3,4,2,0,0,67,7,932,1,Alone"
"2053,Postgraduate,36927.0,46,2,3,0,3,8,0,0,71,27,71,2,Alone"
"2054,Graduate,48794.0,97,1,1,0,3,4,0,0,73,3,54,2,Partner"
"2055,Graduate,23478.0,51,1,3,0,3,8,0,0,61,467,129,0,Alone"
"2056,Graduate,71128.0,80,3,2,10,12,7,0,0,53,631,1615,1,Alone"
"2057,Postgraduate,70179.0,10,3,7,3,13,5,0,0,50,343,1034,1,Alone"
"2058,Graduate,59462.0,29,2,9,2,12,7,0,0,76,540,1088,1,Partner"
"2059,Postgraduate,52247.25135379061,52,7,4,10,4,3,0,0,57,407,721,2,Partner"
"2060,Graduate,38361.0,74,3,3,1,3,7,0,0,57,184,137,1,Partner"
"2061,Postgraduate,52247.25135379061,82,2,3,0,3,6,0,0,45,394,47,1,Alone"
"2062,Postgraduate,70038.0,54,1,4,4,8,2,0,0,44,247,1244,0,Partner"
"2063,Graduate,42554.0,93,2,2,0,3,4,0,0,48,533,41,2,Partner"
"2064,Graduate,67445.0,63,5,9,6,12,6,0,0,52,686,1174,1,Partner"
"2065,Graduate,67046.0,92,2,4,5,4,2,0,0,75,539,993,1,Alone"
"2066,Graduate,42192.0,40,1,2,1,3,4,0,0,78,296,100,0,Partner"
"2067,Postgraduate,77610.0,70,2,4,7,4,7,0,0,74,608,1680,1,Partner"
"2068,Graduate,31761.0,96,2,3,0,4,5,0,0,42,85,98,1,Partner"
"2069,Graduate,34350.0,81,1,1,0,3,7,0,0,47,253,48,1,Partner"
"2070,Graduate,54591.0,63,3,6,2,8,5,0,0,77,328,519,1,Partner"
"2071,Graduate,71866.0,85,1,6,3,10,3,0,0,70,186,715,1,Partner"
"2072,Graduate,25293.0,51,1,1,1,2,8,0,0,57,287,37,1,Partner"
"2073,Postgraduate,42000.0,23,2,5,2,11,5,0,1,39,535,653,0,Alone"
"2074,Graduate,69520.0,95,1,9,6,5,5,0,0,43,357,1455,0,Partner"
"2075,Graduate,64713.0,11,2,5,5,7,4,0,1,56,142,602,1,Alone"
"2076,Postgraduate,27889.0,42,1,1,1,2,6,0,0,49,359,26,1,Partner"
"2077,Undergraduate,22123.0,77,1,2,1,3,5,0,0,66,94,102,0,Alone"
"2078,Graduate,52247.25135379061,82,4,2,1,3,8,0,0,55,483,97,2,Partner"
"2079,Postgraduate,52247.25135379061,83,2,4,1,4,6,0,0,72,371,207,1,Partner"
"2080,Graduate,27803.0,40,2,3,0,4,8,0,0,53,672,176,1,Partner"
"2081,Graduate,52247.25135379061,95,3,6,1,5,7,0,0,71,254,450,1,Alone"
"2082,Graduate,51651.0,32,4,6,2,5,8,0,0,66,599,433,1,Partner"
"2083,Graduate,68487.0,48,1,9,7,13,4,0,0,38,532,1366,0,Partner"
"2084,Postgraduate,52247.25135379061,75,1,5,5,11,1,0,1,83,242,1564,0,Alone"
"2085,Graduate,56796.0,24,3,8,9,7,7,0,0,57,498,1001,1,Partner"
"2086,Undergraduate,87000.0,61,1,4,6,7,2,0,0,34,561,961,0,Partner"
"2087,Graduate,79823.0,6,1,6,9,7,2,0,0,67,90,1518,1,Partner"
"2088,Graduate,30828.0,16,2,1,1,4,3,0,0,46,268,56,1,Alone"
"2089,Postgraduate,34109.0,39,1,0,0,3,4,0,0,55,235,22,1,Partner"
"2090,Postgraduate,53367.0,2,7,5,1,8,7,0,1,52,302,400,2,Alone"
"2091,Undergraduate,22390.0,49,1,1,0,2,7,0,0,57,251,26,0,Partner"
"2092,Graduate,71322.0,31,1,4,1,7,2,0,0,50,58,350,1,Partner"
"2093,Graduate,79244.0,58,1,4,10,7,1,0,1,33,557,1216,0,Alone"
"2094,Postgraduate,49912.0,5,4,10,5,7,8,0,1,77,660,874,1,Partner"
"2095,Postgraduate,48699.0,90,1,1,0,3,5,0,0,76,404,40,2,Partner"
"2096,Graduate,80144.0,47,1,3,7,8,1,0,0,51,272,1367,0,Partner"
"2097,Graduate,54252.0,25,5,4,1,5,6,0,0,70,397,264,2,Alone"
"2098,Postgraduate,81929.0,60,2,4,4,10,6,0,1,50,638,2053,1,Partner"
"2099,Graduate,76068.0,67,1,2,3,4,6,0,0,51,577,1376,1,Partner"
"2100,Postgraduate,53204.0,40,1,1,0,3,4,0,0,50,101,45,2,Partner"
"2101,Postgraduate,67911.0,63,3,6,7,11,3,0,0,77,38,976,1,Partner"
"2102,Undergraduate,14796.0,1,2,1,0,3,9,0,1,42,650,51,1,Partner"
"2103,Postgraduate,78128.0,89,2,8,4,6,3,0,0,52,130,1264,1,Partner"
"2104,Undergraduate,14188.0,40,1,2,0,4,6,0,0,54,486,75,0,Partner"
"2105,Undergraduate,20425.0,5,2,2,0,3,7,0,0,40,608,57,1,Partner"
"2106,Postgraduate,58646.0,3,1,2,1,4,4,0,0,64,384,140,1,Partner"
"2107,Graduate,72967.0,1,2,7,2,8,5,0,1,56,561,497,1,Alone"
"2108,Postgraduate,48150.0,24,3,5,1,4,7,0,0,77,386,266,1,Partner"
"2109,Graduate,82332.0,89,1,5,3,12,2,0,1,65,650,2006,0,Alone"
"2110,Graduate,58275.0,48,6,8,2,7,7,0,0,71,392,615,2,Alone"
"2111,Postgraduate,44953.0,31,1,7,3,13,6,0,0,45,555,1021,0,Partner"
"2112,Graduate,34587.0,68,2,1,0,3,4,0,0,73,44,22,2,Partner"
"2113,Postgraduate,43018.0,46,1,2,2,2,5,0,0,52,240,133,1,Partner"
"2114,Postgraduate,45736.0,92,5,7,1,6,7,0,0,72,340,437,1,Partner"
"2115,Postgraduate,66476.0,80,2,6,8,10,4,0,0,57,207,1013,1,Partner"
"2116,Undergraduate,27733.0,16,2,2,0,3,7,0,0,45,307,57,1,Partner"
"2117,Postgraduate,69805.0,50,2,6,8,11,2,0,0,74,159,1038,1,Partner"
"2118,Postgraduate,72217.0,93,1,3,10,8,2,0,0,64,445,1573,0,Alone"
"2119,Graduate,25818.0,51,1,0,1,2,7,0,0,55,619,28,1,Alone"
"2120,Postgraduate,37509.0,24,2,3,0,4,7,0,0,50,655,123,1,Partner"
"2121,Undergraduate,25176.0,79,1,1,0,2,7,0,0,50,323,13,2,Partner"
"2122,Graduate,43586.0,26,3,3,0,4,8,0,0,46,668,132,1,Partner"
"2123,Undergraduate,53230.0,86,4,5,2,12,5,0,0,70,695,732,1,Partner"
"2124,Graduate,50116.0,68,2,1,0,4,5,0,0,69,9,66,2,Partner"
"2125,Graduate,84906.0,98,1,5,6,12,2,0,0,54,268,1631,0,Partner"
"2126,Graduate,61286.0,34,2,7,1,8,5,0,0,60,331,608,1,Partner"
"2127,Postgraduate,82333.0,60,1,4,3,10,2,0,1,40,456,1822,0,Partner"
"2128,Postgraduate,65220.0,3,4,8,4,7,6,0,1,61,664,1282,0,Partner"
"2129,Graduate,33590.0,65,1,1,0,2,7,0,0,52,238,8,3,Partner"
"2130,Graduate,30992.0,83,1,1,0,3,7,0,0,50,433,43,1,Alone"
"2131,Postgraduate,72309.0,64,1,5,6,8,3,0,1,50,475,1931,0,Alone"
"2132,Postgraduate,156924.0,85,0,0,0,0,0,0,0,77,304,8,0,Partner"
"2133,Undergraduate,16005.0,69,3,2,1,2,8,0,0,46,684,103,1,Partner"
"2134,Postgraduate,65487.0,48,3,3,5,6,2,0,0,69,170,1169,0,Alone"
"2135,Graduate,58692.0,21,1,8,2,4,7,0,0,61,84,395,1,Partner"
"2136,Graduate,40590.0,30,5,3,4,3,6,0,0,57,270,258,2,Alone"
"2137,Graduate,20587.0,39,1,1,1,2,7,0,0,56,49,25,1,Alone"
"2138,Postgraduate,62637.0,76,1,2,2,5,2,0,0,72,120,185,1,Alone"
"2139,Postgraduate,29435.0,11,4,3,2,2,9,0,1,60,692,180,2,Alone"
"2140,Graduate,19346.0,26,1,1,0,3,8,0,0,52,150,22,1,Alone"
"2141,Graduate,35788.0,34,2,2,0,3,6,0,0,55,157,44,2,Partner"
"2142,Graduate,36997.0,72,5,2,1,4,5,0,0,58,513,94,2,Alone"
"2143,Graduate,23539.0,13,1,2,0,4,6,0,0,69,121,81,0,Partner"
"2144,Graduate,65333.0,58,7,9,4,8,6,0,0,53,163,798,1,Alone"
"2145,Graduate,78499.0,12,1,11,3,4,4,0,1,69,218,1334,0,Alone"
"2146,Postgraduate,29732.0,23,1,2,0,2,9,0,0,55,96,38,1,Partner"
"2147,Postgraduate,41275.0,33,4,3,1,3,5,0,0,66,97,61,3,Partner"
"2148,Postgraduate,63516.0,30,4,4,1,7,5,0,0,53,358,300,2,Partner"
"2149,Postgraduate,42769.0,15,2,1,1,4,4,0,0,64,260,88,1,Partner"
"2150,Postgraduate,49572.0,25,2,2,0,3,7,0,0,68,196,54,2,Partner"
"2151,Graduate,69209.0,4,2,5,3,6,4,0,0,54,650,1782,0,Partner"
"2152,Graduate,17148.0,80,4,3,1,3,8,0,0,50,152,68,1,Partner"
"2153,Graduate,40590.0,30,5,3,4,3,6,0,0,57,270,258,2,Alone"
"2154,Postgraduate,30560.0,6,1,1,0,3,7,0,0,50,367,31,1,Partner"
"2155,Undergraduate,32146.0,16,2,2,0,4,6,0,0,43,48,66,1,Partner"
"2156,Undergraduate,41713.0,57,5,3,1,4,6,0,0,62,61,174,2,Alone"
"2157,Postgraduate,34176.0,9,1,1,0,3,3,0,0,51,158,28,1,Partner"
"2158,Postgraduate,58482.0,59,2,7,4,9,6,0,0,71,109,731,1,Partner"
"2159,Graduate,59686.0,78,1,4,1,6,4,0,0,61,155,274,1,Alone"
"2160,Postgraduate,60896.0,90,3,9,10,4,6,0,1,62,626,1701,1,Partner"
"2161,Graduate,62994.0,74,1,6,2,4,6,0,0,46,117,312,1,Partner"
"2162,Graduate,47320.0,10,6,5,1,8,6,0,0,69,332,414,1,Partner"
"2163,Undergraduate,74859.0,63,1,6,5,11,3,0,0,77,391,1565,0,Alone"
"2164,Undergraduate,15253.0,13,2,1,0,3,7,0,0,34,244,29,1,Alone"
"2165,Postgraduate,31560.0,98,2,2,1,3,8,0,0,52,370,94,1,Alone"
"2166,Graduate,72071.0,4,3,5,4,8,2,0,0,72,500,1338,1,Alone"
"2167,Postgraduate,91172.0,94,0,4,3,7,3,0,1,36,459,1092,0,Alone"
"2168,Graduate,90000.0,91,1,4,8,5,1,0,0,42,188,1479,0,Partner"
"2169,Graduate,41967.0,66,1,1,0,3,4,0,0,45,218,54,2,Alone"
"2170,Graduate,69263.0,14,1,9,1,7,6,0,0,61,116,568,1,Alone"
"2171,Undergraduate,65706.0,77,1,11,3,12,7,0,1,56,366,1199,0,Alone"
"2172,Graduate,60934.0,41,2,6,4,11,4,0,0,51,163,873,1,Partner"
"2173,Graduate,71965.0,21,3,6,3,5,3,0,0,75,335,1213,1,Partner"
"2174,Graduate,65210.0,25,2,9,3,8,6,0,0,71,111,731,1,Partner"
"2175,Postgraduate,79174.0,2,1,5,6,7,2,0,1,51,534,2043,0,Partner"
"2176,Postgraduate,81380.0,51,1,4,2,10,2,0,0,59,554,1893,0,Alone"
"2177,Postgraduate,48432.0,3,5,7,1,6,8,0,0,53,619,424,1,Alone"
"2178,Graduate,52914.0,32,2,7,3,3,7,0,0,55,538,575,1,Partner"
"2179,Graduate,38946.0,84,2,3,1,6,5,0,0,71,248,257,1,Partner"
"2180,Graduate,26067.0,49,3,3,0,3,8,0,0,52,237,56,1,Partner"
"2181,Postgraduate,44325.0,69,4,8,2,7,8,0,0,54,479,542,1,Partner"
"2182,Graduate,42523.0,96,1,1,1,4,2,0,0,62,67,125,0,Partner"
"2183,Undergraduate,26487.0,23,3,2,1,3,5,0,0,48,405,69,1,Alone"
"2184,Undergraduate,53233.0,18,1,1,0,3,4,0,0,69,103,40,1,Partner"
"2185,Graduate,67716.0,8,4,7,4,13,5,0,0,66,535,1016,1,Partner"
"2186,Postgraduate,76234.0,21,1,8,3,11,3,0,0,54,143,907,1,Partner"
"2187,Postgraduate,84117.0,60,1,7,10,6,2,0,0,70,49,1566,0,Partner"
"2188,Postgraduate,65487.0,48,3,3,5,6,2,0,0,69,170,1169,0,Partner"
"2189,Undergraduate,25224.0,36,2,1,1,3,3,0,0,54,105,46,1,Partner"
"2190,Postgraduate,89616.0,36,1,7,5,12,2,0,1,43,489,1644,0,Alone"
"2191,Graduate,40851.0,63,1,1,1,2,7,0,0,55,493,59,2,Alone"
"2192,Graduate,27469.0,2,1,0,0,3,6,0,0,79,696,17,0,Partner"
"2193,Undergraduate,82347.0,38,1,7,7,10,3,0,1,69,600,1853,0,Partner"
"2194,Graduate,73803.0,61,2,9,5,6,6,0,1,69,697,1528,1,Partner"
"2195,Postgraduate,8820.0,52,4,3,0,3,8,0,0,74,464,35,2,Alone"
"2196,Graduate,43322.0,25,1,3,0,4,7,0,0,52,69,141,0,Alone"
"2197,Graduate,55593.0,63,2,6,6,3,6,0,0,53,312,546,1,Partner"
"2198,Graduate,50501.0,10,7,5,4,4,6,0,1,72,376,500,2,Partner"
"2199,Graduate,37085.0,65,4,3,0,3,8,0,0,51,3,61,2,Partner"
"2200,Undergraduate,16185.0,71,2,2,2,2,8,0,0,36,328,106,1,Alone"
"2201,Graduate,57731.0,0,4,8,8,6,6,0,0,57,583,704,1,Alone"
"2202,Postgraduate,48432.0,3,5,7,1,6,8,0,1,53,619,424,1,Alone"
"2203,Graduate,73807.0,88,2,5,5,11,2,0,0,48,543,849,1,Partner"
"2204,Graduate,18929.0,15,1,1,0,4,6,0,0,36,498,85,0,Partner"
"2205,Graduate,35893.0,80,6,3,1,5,8,0,0,58,622,199,2,Alone"
"2206,Graduate,61014.0,17,4,9,3,4,7,0,0,46,687,1147,1,Partner"
"2207,Graduate,32144.0,76,4,2,1,3,7,0,0,72,98,54,2,Partner"
"2208,Undergraduate,14918.0,52,1,1,0,3,6,0,0,63,569,43,1,Partner"
"2209,Graduate,45146.0,28,2,1,1,2,4,0,0,63,349,53,2,Alone"
"2210,Undergraduate,41769.0,31,6,8,1,7,8,0,0,71,501,521,1,Alone"
"2211,Graduate,88325.0,42,1,6,2,9,2,0,0,45,144,1623,0,Partner"
"2212,Postgraduate,38054.0,24,2,2,0,3,7,0,0,76,59,45,2,Alone"
"2213,Undergraduate,80617.0,42,1,4,6,8,2,0,0,31,625,1435,0,Alone"
"2214,Graduate,5305.0,12,0,1,0,0,13,0,0,50,334,32,1,Partner"
"2215,Graduate,36807.0,88,1,1,0,2,6,0,0,72,556,16,2,Partner"
